"","gndr","eisced","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"17151","Hombre","Secundaria Inferior",43,90,120,2,1.5,3,9,5,3
"17152","Mujer","Secundaria SUperior",46,20,120,2,0.33,0,10,9,4
"17153","Hombre","Bachiller",46,5,120,2,0.08,0,7,5,2
"17154","Hombre","Secundaria Inferior",61,60,30,0.5,1,2,8,8,3
"17155","Mujer","Bachiller",20,20,NA,NA,0.33,1,2,5,4
"17156","Hombre","Secundaria SUperior",29,80,330,5.5,1.33,0,5,0,3
"17157","Mujer","Bachiller",43,60,300,5,1,3,6,5,4
"17158","Hombre","Secundaria Inferior",58,90,NA,NA,1.5,1,4,8,3
"17159","Hombre","Secundaria Inferior",63,40,NA,NA,0.67,0,10,7,4
"17160","Mujer","Secundaria SUperior",27,10,180,3,0.17,0,0,7,4
"17161","Mujer",NA,NA,360,180,3,6,0,5,4,4
"17162","Hombre","Secundaria Inferior",40,15,NA,NA,0.25,5,7,9,4
"17163","Mujer","Secundaria Inferior",52,60,NA,NA,1,6,10,4,4
"17164","Mujer","Secundaria Inferior",55,60,NA,NA,1,5,6,5,3
"17165","Mujer","Secundaria Inferior",64,30,NA,NA,0.5,0,NA,3,3
"17166","Hombre","Secundaria SUperior",76,150,NA,NA,2.5,0,10,10,4
"17167","Mujer","Máster/Doctorado",50,90,270,4.5,1.5,0,7,5,4
"17168","Mujer","Secundaria SUperior",30,45,170,2.83,0.75,2,6,8,4
"17169","Hombre","Secundaria Inferior",42,240,NA,NA,4,NA,NA,4,4
"17170","Mujer","Bachiller",44,10,NA,NA,0.17,0,3,10,4
"17171","Hombre","Secundaria Inferior",NA,80,NA,NA,1.33,0,NA,3,3
"17172","Mujer","Secundaria Inferior",79,150,NA,NA,2.5,5,8,5,3
"17173","Hombre","Secundaria Inferior",19,45,300,5,0.75,1,9,6,4
"17174","Mujer","Máster/Doctorado",39,90,720,12,1.5,1,7,7,3
"17175","Mujer","Bachiller",52,90,600,10,1.5,2,8,8,5
"17176","Hombre","Secundaria SUperior",30,120,360,6,2,0,5,4,4
"17177","Mujer","Secundaria Inferior",17,30,300,5,0.5,3,7,7,3
"17178","Mujer","Bachiller",47,30,270,4.5,0.5,0,3,5,3
"17179","Hombre","Secundaria Inferior",52,10,NA,NA,0.17,1,1,4,3
"17180","Hombre","Secundaria Inferior",18,5,600,10,0.08,0,5,9,5
"17181","Mujer","Bachiller",60,15,290,4.83,0.25,3,7,4,1
"17182","Hombre","Máster/Doctorado",38,15,150,2.5,0.25,4,4,6,3
"17183","Mujer","Secundaria Inferior",54,180,NA,NA,3,5,7,8,4
"17184","Mujer","Secundaria SUperior",68,90,NA,NA,1.5,0,8,9,3
"17185","Mujer","Formación Profesional",54,20,480,8,0.33,5,5,4,2
"17186","Hombre","Secundaria Inferior",75,120,NA,NA,2,0,10,10,3
"17187","Hombre","Secundaria SUperior",40,65,30,0.5,1.08,0,1,8,4
"17188","Hombre","Máster/Doctorado",47,180,360,6,3,3,8,7,4
"17189","Hombre","Secundaria SUperior",36,90,150,2.5,1.5,5,6,5,3
"17190","Hombre","Bachiller",67,240,180,3,4,3,5,8,4
"17191","Mujer","Secundaria Inferior",36,20,90,1.5,0.33,0,0,0,3
"17192","Mujer","Secundaria SUperior",66,210,120,2,3.5,0,10,9,4
"17193","Mujer","Secundaria Inferior",69,60,120,2,1,2,6,6,4
"17194","Mujer","Máster/Doctorado",77,30,180,3,0.5,5,5,9,4
"17195","Hombre","Bachiller",65,150,NA,NA,2.5,1,7,8,4
"17196","Hombre","Secundaria SUperior",36,120,180,3,2,0,1,3,3
"17197","Hombre","Bachiller",26,30,840,14,0.5,0,10,9,5
"17198","Mujer","Formación Profesional",21,5,630,10.5,0.08,2,4,6,4
"17199","Mujer","Grado Universitario",37,130,150,2.5,2.17,2,2,6,4
"17200","Mujer","Bachiller",42,150,120,2,2.5,1,10,8,3
"17201","Hombre","Máster/Doctorado",41,30,720,12,0.5,2,9,8,3
"17202","Hombre","Máster/Doctorado",59,270,693,11.55,4.5,0,10,8,4
"17203","Hombre","Máster/Doctorado",63,65,135,2.25,1.08,0,5,7,4
"17204","Hombre","Bachiller",34,30,80,1.33,0.5,0,10,7,3
"17205","Mujer","Máster/Doctorado",73,120,NA,NA,2,0,10,7,2
"17206","Hombre","Grado Universitario",34,30,720,12,0.5,4,8,7,4
"17207","Mujer","Secundaria Inferior",71,90,NA,NA,1.5,5,7,7,4
"17208","Hombre","Secundaria Inferior",56,70,150,2.5,1.17,3,3,8,4
"17209","Hombre","Bachiller",47,10,NA,NA,0.17,0,9,4,5
"17210","Hombre","Secundaria Inferior",73,720,NA,NA,12,0,0,6,4
"17211","Mujer","Bachiller",63,60,NA,NA,1,0,5,6,4
"17212","Hombre","Máster/Doctorado",31,45,600,10,0.75,0,9,7,3
"17213","Mujer","Máster/Doctorado",39,15,30,0.5,0.25,0,6,8,4
"17214","Hombre","Grado Universitario",50,50,300,5,0.83,0,10,5,4
"17215","Mujer","Grado Universitario",66,130,195,3.25,2.17,0,0,4,3
"17216","Mujer","Bachiller",26,30,480,8,0.5,0,0,10,5
"17217","Hombre","Secundaria SUperior",49,60,NA,NA,1,2,7,4,3
"17218","Mujer","Bachiller",64,90,20,0.33,1.5,9,5,10,3
"17219","Mujer",NA,16,20,180,3,0.33,0,4,10,4
"17220","Hombre","Bachiller",44,20,120,2,0.33,3,8,8,3
"17221","Mujer","Bachiller",62,90,75,1.25,1.5,2,7,7,4
"17222","Mujer","Secundaria Inferior",58,30,NA,NA,0.5,0,9,8,5
"17223","Mujer","Secundaria Inferior",52,180,600,10,3,0,5,5,4
"17224","Mujer","Secundaria SUperior",32,180,NA,NA,3,5,7,2,3
"17225","Hombre","Secundaria SUperior",49,120,180,3,2,0,5,10,4
"17226","Mujer","Secundaria Inferior",64,180,NA,NA,3,0,1,0,2
"17227","Mujer","Máster/Doctorado",37,120,150,2.5,2,1,5,8,4
"17228","Mujer","Secundaria SUperior",60,120,NA,NA,2,0,2,0,3
"17229","Mujer","Secundaria Inferior",17,30,330,5.5,0.5,0,5,5,3
"17230","Mujer","Bachiller",29,15,240,4,0.25,2,6,2,4
"17231","Mujer","Secundaria Inferior",70,20,NA,NA,0.33,2,8,3,2
"17232","Mujer","Grado Universitario",26,60,420,7,1,0,9,5,4
"17233","Hombre","Secundaria Inferior",53,NA,NA,NA,NA,3,6,4,3
"17234","Hombre","Máster/Doctorado",40,40,510,8.5,0.67,0,10,8,4
"17235","Mujer","Secundaria Inferior",71,60,120,2,1,0,8,7,2
"17236","Hombre","Secundaria Inferior",55,150,120,2,2.5,0,5,5,3
"17237","Mujer","Secundaria SUperior",73,180,NA,NA,3,5,10,8,3
"17238","Mujer","Máster/Doctorado",64,90,120,2,1.5,1,5,6,3
"17239","Hombre","Grado Universitario",31,NA,180,3,NA,0,3,7,5
"17240","Hombre","Secundaria Inferior",16,5,240,4,0.08,0,3,5,4
"17241","Hombre","Secundaria Inferior",69,90,NA,NA,1.5,0,2,9,4
"17242","Mujer","Secundaria SUperior",24,60,210,3.5,1,0,6,9,5
"17243","Mujer","Secundaria SUperior",62,20,NA,NA,0.33,0,10,10,4
"17244","Hombre","Bachiller",20,5,480,8,0.08,5,7,5,2
"17245","Hombre","Secundaria Inferior",16,5,360,6,0.08,2,7,9,5
"17246","Mujer","Bachiller",28,20,210,3.5,0.33,1,7,5,3
"17247","Hombre","Secundaria Inferior",63,120,NA,NA,2,1,5,5,2
"17248","Hombre","Máster/Doctorado",32,20,600,10,0.33,0,10,7,4
"17249","Hombre","Secundaria Inferior",NA,60,360,6,1,3,8,8,4
"17250","Mujer","Formación Profesional",63,20,NA,NA,0.33,1,9,5,4
"17251","Mujer","Grado Universitario",76,60,150,2.5,1,0,6,6,3
"17252","Mujer","Secundaria Inferior",17,15,570,9.5,0.25,2,5,7,4
"17253","Mujer","Secundaria Inferior",70,150,NA,NA,2.5,2,7,7,2
"17254","Hombre","Bachiller",24,60,420,7,1,1,7,4,4
"17255","Hombre","Máster/Doctorado",49,60,360,6,1,0,9,8,4
"17256","Hombre","Bachiller",35,100,300,5,1.67,0,3,8,4
"17257","Mujer","Máster/Doctorado",64,60,240,4,1,2,7,9,4
"17258","Mujer","Secundaria Inferior",72,100,NA,NA,1.67,6,8,4,3
"17259","Hombre","Grado Universitario",74,180,NA,NA,3,2,10,8,4
"17260","Mujer","Secundaria Inferior",75,60,NA,NA,1,0,10,10,3
"17261","Hombre","Secundaria Inferior",48,15,180,3,0.25,1,8,6,4
"17262","Mujer","Formación Profesional",52,90,60,1,1.5,1,7,2,3
"17263","Mujer","Formación Profesional",47,10,90,1.5,0.17,2,8,7,3
"17264","Hombre",NA,40,120,120,2,2,0,9,3,4
"17265","Mujer","Máster/Doctorado",48,40,90,1.5,0.67,5,7,5,3
"17266","Hombre","Bachiller",71,120,NA,NA,2,0,5,8,3
"17267","Hombre","Máster/Doctorado",37,45,540,9,0.75,4,8,7,4
"17268","Hombre","Secundaria SUperior",28,30,120,2,0.5,2,5,7,5
"17269","Mujer","Secundaria Inferior",69,120,NA,NA,2,5,0,5,3
"17270","Hombre","Secundaria Inferior",71,30,90,1.5,0.5,0,4,5,3
"17271","Mujer",NA,49,60,NA,NA,1,0,3,9,4
"17272","Mujer","Bachiller",22,90,480,8,1.5,0,7,6,4
"17273","Mujer","Secundaria Inferior",59,90,NA,NA,1.5,3,5,8,4
"17274","Mujer","Secundaria Inferior",61,120,NA,NA,2,0,7,5,4
"17275","Hombre","Máster/Doctorado",44,60,180,3,1,3,7,8,4
"17276","Hombre","Grado Universitario",35,240,300,5,4,0,9,8,4
"17277","Mujer","Bachiller",18,30,390,6.5,0.5,1,9,7,4
"17278","Mujer","Grado Universitario",23,270,210,3.5,4.5,0,3,7,4
"17279","Hombre","Grado Universitario",26,60,600,10,1,0,10,5,4
"17280","Hombre","Máster/Doctorado",54,30,300,5,0.5,1,4,5,3
"17281","Hombre","Secundaria Inferior",18,5,480,8,0.08,1,5,10,5
"17282","Hombre",NA,NA,60,480,8,1,0,8,NA,NA
"17283","Mujer",NA,NA,10,NA,NA,0.17,0,10,8,3
"17284","Mujer","Bachiller",75,120,NA,NA,2,3,8,5,3
"17285","Mujer","Máster/Doctorado",27,60,180,3,1,2,9,7,4
"17286","Hombre","Máster/Doctorado",31,90,240,4,1.5,5,8,9,4
"17287","Hombre","Bachiller",34,60,600,10,1,2,7,4,4
"17288","Hombre","Bachiller",62,20,600,10,0.33,0,7,8,4
"17289","Hombre","Bachiller",21,30,480,8,0.5,2,8,8,3
"17290","Mujer","Máster/Doctorado",NA,180,120,2,3,2,7,5,3
"17291","Hombre","Máster/Doctorado",60,80,210,3.5,1.33,0,7,7,4
"17292","Hombre","Bachiller",25,60,720,12,1,0,8,5,3
"17293","Hombre","Máster/Doctorado",36,90,300,5,1.5,2,7,5,4
"17294","Mujer","Formación Profesional",56,60,600,10,1,1,10,8,3
"17295","Hombre","Secundaria Inferior",52,15,360,6,0.25,0,5,7,4
"17296","Hombre","Secundaria Inferior",41,60,NA,NA,1,0,8,8,4
"17297","Hombre","Secundaria SUperior",51,30,360,6,0.5,5,7,8,5
"17298","Mujer","Secundaria Inferior",72,180,NA,NA,3,3,5,10,3
"17299","Mujer","Secundaria Inferior",80,80,NA,NA,1.33,NA,NA,5,3
"17300","Mujer","Formación Profesional",69,110,240,4,1.83,3,9,5,3
"17301","Mujer","Formación Profesional",29,15,600,10,0.25,0,2,6,4
"17302","Hombre","Grado Universitario",24,20,840,14,0.33,0,9,8,4
"17303","Hombre","Formación Profesional",73,120,90,1.5,2,1,8,8,3
"17304","Hombre","Formación Profesional",51,30,60,1,0.5,2,6,6,4
"17305","Hombre","Secundaria Inferior",52,120,240,4,2,1,6,7,3
"17306","Hombre","Secundaria Inferior",68,60,60,1,1,0,8,7,4
"17307","Hombre","Bachiller",27,10,210,3.5,0.17,5,6,7,4
"17308","Mujer","Formación Profesional",60,60,NA,NA,1,2,5,4,3
"17309","Mujer","Secundaria SUperior",67,110,NA,NA,1.83,0,10,7,3
"17310","Mujer","Bachiller",47,60,NA,NA,1,2,6,7,4
"17311","Mujer","Grado Universitario",74,90,50,0.83,1.5,4,5,7,3
"17312","Mujer","Secundaria SUperior",30,30,150,2.5,0.5,0,5,5,1
"17313","Hombre","Secundaria Inferior",75,240,NA,NA,4,5,10,7,3
"17314","Hombre","Secundaria Inferior",65,120,120,2,2,2,5,5,4
"17315","Hombre","Bachiller",33,15,90,1.5,0.25,2,4,6,4
"17316","Mujer",NA,35,150,270,4.5,2.5,0,8,2,3
"17317","Hombre","Secundaria Inferior",51,20,240,4,0.33,1,8,8,4
"17318","Hombre","Máster/Doctorado",41,30,540,9,0.5,1,6,9,4
"17319","Hombre","Bachiller",82,180,150,2.5,3,0,7,5,3
"17320","Hombre","Bachiller",39,90,150,2.5,1.5,2,8,5,4
"17321","Mujer","Bachiller",NA,110,NA,NA,1.83,3,5,6,5
"17322","Mujer","Máster/Doctorado",65,150,90,1.5,2.5,1,9,5,4
"17323","Hombre","Secundaria SUperior",63,150,NA,NA,2.5,1,5,8,3
"17324","Mujer","Secundaria Inferior",51,300,60,1,5,10,5,10,3
"17325","Mujer","Bachiller",66,100,60,1,1.67,0,3,7,4
"17326","Mujer","Secundaria SUperior",28,15,480,8,0.25,0,5,5,2
"17327","Hombre","Bachiller",67,60,NA,NA,1,2,10,10,4
"17328","Hombre",NA,35,120,120,2,2,5,2,3,3
"17329","Hombre","Bachiller",49,15,90,1.5,0.25,5,9,9,4
"17330","Hombre","Secundaria Inferior",19,10,210,3.5,0.17,2,7,1,4
"17331","Mujer","Bachiller",65,180,NA,NA,3,1,4,5,1
"17332","Mujer","Grado Universitario",70,360,480,8,6,0,10,4,3
"17333","Hombre","Máster/Doctorado",39,60,120,2,1,3,3,5,4
"17334","Hombre","Secundaria SUperior",57,270,150,2.5,4.5,5,9,7,3
"17335","Mujer","Secundaria Inferior",64,60,NA,NA,1,5,5,7,5
"17336","Mujer","Máster/Doctorado",26,480,480,8,8,2,4,1,1
"17337","Mujer","Máster/Doctorado",34,30,120,2,0.5,0,8,6,4
"17338","Mujer","Formación Profesional",81,70,NA,NA,1.17,5,7,8,3
"17339","Mujer","Bachiller",71,30,NA,NA,0.5,4,3,5,3
"17340","Hombre","Secundaria Inferior",59,120,150,2.5,2,1,9,8,3
"17341","Hombre","Secundaria Inferior",76,210,NA,NA,3.5,1,7,7,2
"17342","Mujer","Secundaria SUperior",29,60,480,8,1,0,10,5,2
"17343","Mujer","Secundaria Inferior",25,60,120,2,1,2,3,7,3
"17344","Hombre","Secundaria Inferior",57,15,NA,NA,0.25,2,1,2,3
"17345","Hombre","Bachiller",21,1,NA,NA,0.02,2,4,7,3
"17346","Hombre","Secundaria Inferior",16,30,NA,NA,0.5,2,3,5,2
"17347","Mujer","Bachiller",28,30,120,2,0.5,0,0,9,3
"17348","Mujer","Máster/Doctorado",39,10,360,6,0.17,3,8,5,4
"17349","Mujer","Bachiller",23,40,570,9.5,0.67,0,8,6,3
"17350","Hombre","Bachiller",25,NA,240,4,NA,0,8,9,5
"17351","Hombre","Secundaria SUperior",54,180,NA,NA,3,0,5,8,2
"17352","Hombre","Bachiller",NA,60,240,4,1,0,10,8,4
"17353","Mujer","Máster/Doctorado",35,10,420,7,0.17,1,8,8,3
"17354","Mujer","Formación Profesional",66,210,NA,NA,3.5,2,6,8,4
"17355","Mujer","Máster/Doctorado",38,75,220,3.67,1.25,0,8,8,4
"17356","Mujer","Secundaria Inferior",61,60,120,2,1,2,6,4,3
"17357","Mujer","Máster/Doctorado",NA,25,120,2,0.42,0,10,3,3
"17358","Mujer","Bachiller",NA,90,NA,NA,1.5,0,4,9,4
"17359","Mujer","Bachiller",83,100,NA,NA,1.67,7,10,10,4
"17360","Mujer","Secundaria SUperior",26,10,300,5,0.17,5,5,10,4
"17361","Hombre","Secundaria SUperior",60,45,NA,NA,0.75,3,6,5,4
"17362","Mujer","Máster/Doctorado",37,60,NA,NA,1,5,5,5,4
"17363","Hombre","Secundaria Inferior",60,60,NA,NA,1,0,5,10,2
"17364","Hombre",NA,55,30,NA,NA,0.5,3,6,5,3
"17365","Mujer","Secundaria Inferior",51,30,60,1,0.5,4,9,8,3
"17366","Hombre","Secundaria Inferior",18,NA,180,3,NA,1,4,7,4
"17367","Hombre","Secundaria Inferior",NA,1200,60,1,20,6,7,10,4
"17368","Hombre","Bachiller",68,60,NA,NA,1,0,4,6,3
"17369","Hombre","Máster/Doctorado",32,30,900,15,0.5,0,10,2,3
"17370","Hombre","Bachiller",61,30,NA,NA,0.5,0,8,4,2
"17371","Mujer","Secundaria SUperior",22,60,120,2,1,5,5,7,4
"17372","Hombre","Secundaria SUperior",64,120,NA,NA,2,5,5,8,3
"17373","Mujer","Secundaria Inferior",60,60,NA,NA,1,5,9,5,4
"17374","Hombre","Máster/Doctorado",32,120,480,8,2,2,7,5,4
"17375","Hombre","Secundaria Inferior",77,120,NA,NA,2,0,6,10,4
"17376","Mujer","Máster/Doctorado",29,90,600,10,1.5,0,3,5,4
"17377","Mujer","Máster/Doctorado",46,120,480,8,2,2,2,8,4
"17378","Hombre","Máster/Doctorado",44,90,110,1.83,1.5,0,8,5,3
"17379","Hombre",NA,NA,30,600,10,0.5,0,8,6,4
"17380","Hombre","Secundaria Inferior",82,132,NA,NA,2.2,1,6,3,1
"17381","Hombre","Bachiller",74,165,NA,NA,2.75,5,9,9,4
"17382","Hombre","Bachiller",58,120,420,7,2,0,10,10,4
"17383","Hombre","Secundaria Inferior",65,140,120,2,2.33,0,10,10,4
"17384","Mujer","Secundaria Inferior",20,NA,480,8,NA,5,10,3,2
"17385","Hombre","Bachiller",23,120,660,11,2,0,7,2,3
"17386","Mujer","Bachiller",25,15,285,4.75,0.25,0,8,8,5
"17387","Mujer","Secundaria Inferior",75,30,NA,NA,0.5,1,8,3,1
"17388","Mujer","Bachiller",69,60,NA,NA,1,1,6,4,3
"17389","Hombre","Grado Universitario",82,90,NA,NA,1.5,2,5,5,3
"17390","Hombre","Grado Universitario",39,60,600,10,1,0,5,10,5
"17391","Hombre","Máster/Doctorado",47,60,140,2.33,1,1,9,4,3
"17392","Mujer","Secundaria Inferior",55,120,NA,NA,2,0,4,7,4
"17393","Hombre","Grado Universitario",82,120,NA,NA,2,4,10,5,4
"17394","Mujer","Bachiller",60,30,NA,NA,0.5,2,5,8,4
"17395","Mujer","Máster/Doctorado",68,210,180,3,3.5,3,8,10,4
"17396","Hombre","Bachiller",32,30,NA,NA,0.5,2,7,8,5
"17397","Hombre","Bachiller",36,120,360,6,2,0,7,2,3
"17398","Hombre","Grado Universitario",25,180,600,10,3,1,8,7,4
"17399","Mujer","Bachiller",60,80,60,1,1.33,0,5,3,3
"17400","Hombre","Secundaria Inferior",68,120,NA,NA,2,1,8,5,3
"17401","Hombre","Secundaria Inferior",16,5,600,10,0.08,1,5,5,3
"17402","Mujer",NA,38,30,480,8,0.5,0,10,9,4
"17403","Mujer","Formación Profesional",41,90,60,1,1.5,4,10,4,3
"17404","Mujer","Secundaria Inferior",72,180,NA,NA,3,3,6,7,3
"17405","Hombre","Secundaria Inferior",68,NA,NA,NA,NA,0,10,10,4
"17406","Mujer","Grado Universitario",27,60,600,10,1,0,8,9,4
"17407","Mujer","Secundaria Inferior",59,150,NA,NA,2.5,NA,NA,6,4
"17408","Mujer","Bachiller",44,20,NA,NA,0.33,5,5,8,3
"17409","Hombre","Máster/Doctorado",58,60,480,8,1,3,10,5,4
"17410","Hombre","Máster/Doctorado",40,25,120,2,0.42,0,5,8,3
"17411","Hombre","Bachiller",87,120,NA,NA,2,0,8,2,3
"17412","Hombre","Secundaria SUperior",19,60,420,7,1,1,9,6,3
"17413","Hombre","Bachiller",21,NA,30,0.5,NA,1,7,7,4
"17414","Hombre","Secundaria Inferior",61,150,NA,NA,2.5,7,6,7,4
"17415","Hombre","Secundaria SUperior",65,210,210,3.5,3.5,3,8,4,3
"17416","Mujer","Máster/Doctorado",30,120,240,4,2,1,7,8,4
"17417","Mujer","Máster/Doctorado",47,60,NA,NA,1,0,9,4,3
"17418","Mujer","Secundaria SUperior",25,45,210,3.5,0.75,4,5,7,4
"17419","Hombre","Secundaria Inferior",72,45,NA,NA,0.75,0,5,5,2
"17420","Hombre","Máster/Doctorado",64,390,240,4,6.5,0,10,8,2
"17421","Mujer","Formación Profesional",42,120,360,6,2,2,6,8,4
"17422","Mujer","Máster/Doctorado",32,20,100,1.67,0.33,0,5,7,3
"17423","Mujer","Secundaria SUperior",65,120,180,3,2,0,4,6,3
"17424","Hombre","Grado Universitario",59,20,NA,NA,0.33,3,6,6,4
"17425","Mujer","Secundaria SUperior",67,120,NA,NA,2,0,10,5,3
"17426","Mujer","Bachiller",62,240,90,1.5,4,0,10,8,4
"17427","Hombre","Bachiller",20,60,240,4,1,0,8,7,4
"17428","Hombre","Secundaria Inferior",58,60,NA,NA,1,5,5,6,3
"17429","Hombre","Secundaria Inferior",30,NA,120,2,NA,0,0,5,5
"17430","Mujer","Máster/Doctorado",37,60,600,10,1,0,5,10,5
"17431","Hombre","Secundaria Inferior",62,60,NA,NA,1,3,4,4,3
"17432","Hombre","Secundaria Inferior",24,120,240,4,2,0,9,7,4
"17433","Hombre","Máster/Doctorado",57,60,600,10,1,0,7,0,5
"17434","Hombre","Secundaria Inferior",24,60,90,1.5,1,5,5,5,5
"17435","Hombre","Formación Profesional",40,120,180,3,2,0,5,5,4
"17436","Mujer","Bachiller",34,50,180,3,0.83,0,7,9,4
"17437","Mujer","Máster/Doctorado",87,180,NA,NA,3,0,7,7,3
"17438","Hombre","Secundaria SUperior",29,20,600,10,0.33,0,3,5,4
"17439","Hombre","Máster/Doctorado",41,10,360,6,0.17,0,10,1,2
"17440","Hombre","Máster/Doctorado",41,10,540,9,0.17,0,9,8,3
"17441","Mujer","Secundaria Inferior",86,120,NA,NA,2,0,5,4,2
"17442","Mujer","Grado Universitario",51,60,480,8,1,0,7,7,4
"17443","Mujer","Secundaria Inferior",48,20,NA,NA,0.33,0,0,5,3
"17444","Mujer","Bachiller",44,20,480,8,0.33,1,5,8,4
"17445","Mujer","Bachiller",61,130,NA,NA,2.17,6,3,5,3
"17446","Hombre","Secundaria Inferior",20,180,600,10,3,1,8,8,4
"17447","Mujer","Bachiller",40,60,60,1,1,2,6,5,4
"17448","Mujer","Secundaria Inferior",51,30,NA,NA,0.5,4,4,6,3
"17449","Mujer","Bachiller",22,60,150,2.5,1,0,8,5,5
"17450","Mujer","Bachiller",NA,150,90,1.5,2.5,2,5,4,4
"17451","Mujer","Secundaria SUperior",26,30,120,2,0.5,2,5,6,3
"17452","Hombre","Grado Universitario",43,60,NA,NA,1,0,10,7,4
"17453","Hombre","Secundaria SUperior",NA,210,150,2.5,3.5,0,0,0,1
"17454","Mujer","Máster/Doctorado",27,90,480,8,1.5,1,9,7,3
"17455","Hombre","Secundaria SUperior",62,240,NA,NA,4,3,8,5,3
"17456","Mujer","Secundaria SUperior",30,10,120,2,0.17,0,6,8,3
"17457","Hombre","Secundaria SUperior",35,60,240,4,1,0,10,8,5
"17458","Mujer","Máster/Doctorado",34,90,NA,NA,1.5,8,9,7,4
"17459","Mujer","Secundaria Inferior",68,60,NA,NA,1,2,4,3,3
"17460","Hombre","Secundaria Inferior",68,210,140,2.33,3.5,8,10,8,4
"17461","Mujer","Grado Universitario",36,20,60,1,0.33,0,2,4,4
"17462","Hombre","Máster/Doctorado",43,120,600,10,2,2,8,6,4
"17463","Hombre","Secundaria SUperior",36,NA,120,2,NA,2,6,5,3
"17464","Mujer","Secundaria Inferior",55,150,NA,NA,2.5,6,9,6,3
"17465","Mujer","Secundaria Inferior",65,120,NA,NA,2,0,5,6,3
"17466","Mujer","Secundaria Inferior",20,NA,NA,NA,NA,0,3,10,5
"17467","Hombre","Grado Universitario",NA,240,240,4,4,5,5,10,5
"17468","Hombre","Secundaria Inferior",62,60,NA,NA,1,3,5,3,3
"17469","Mujer","Máster/Doctorado",37,30,150,2.5,0.5,0,7,8,4
"17470","Mujer","Bachiller",22,60,NA,NA,1,0,6,7,4
"17471","Hombre","Secundaria Inferior",54,90,NA,NA,1.5,5,8,10,4
"17472","Mujer","Bachiller",73,120,NA,NA,2,3,8,5,3
"17473","Mujer","Secundaria Inferior",90,120,NA,NA,2,8,5,8,4
"17474","Mujer","Secundaria Inferior",64,90,NA,NA,1.5,0,10,10,4
"17475","Hombre","Máster/Doctorado",78,180,120,2,3,6,8,8,2
"17476","Hombre","Secundaria SUperior",NA,180,240,4,3,1,5,8,5
"17477","Hombre","Máster/Doctorado",44,270,NA,NA,4.5,2,5,8,4
"17478","Hombre","Grado Universitario",42,30,NA,NA,0.5,0,6,8,3
"17479","Hombre","Secundaria Inferior",17,30,240,4,0.5,1,6,7,5
"17480","Hombre","Formación Profesional",43,45,145,2.42,0.75,3,8,5,4
"17481","Hombre","Bachiller",19,30,NA,NA,0.5,2,8,10,4
"17482","Hombre","Formación Profesional",36,NA,780,13,NA,0,10,1,2
"17483","Mujer","Secundaria Inferior",58,240,480,8,4,1,6,8,4
"17484","Mujer","Grado Universitario",31,70,100,1.67,1.17,0,10,10,4
"17485","Mujer","Secundaria Inferior",37,30,240,4,0.5,0,5,7,5
"17486","Mujer","Máster/Doctorado",47,90,90,1.5,1.5,3,10,7,3
"17487","Mujer","Secundaria Inferior",47,240,NA,NA,4,4,5,3,3
"17488","Hombre","Máster/Doctorado",38,90,270,4.5,1.5,0,5,8,4
"17489","Hombre","Máster/Doctorado",36,90,480,8,1.5,1,9,2,2
"17490","Hombre","Bachiller",44,30,60,1,0.5,2,7,8,4
"17491","Hombre","Máster/Doctorado",29,120,300,5,2,0,7,8,5
"17492","Mujer","Máster/Doctorado",71,240,120,2,4,1,7,6,4
"17493","Mujer","Formación Profesional",65,30,60,1,0.5,0,5,10,4
"17494","Hombre","Bachiller",40,30,240,4,0.5,5,5,9,4
"17495","Hombre","Secundaria SUperior",28,60,120,2,1,0,2,0,4
"17496","Mujer","Formación Profesional",26,30,120,2,0.5,3,5,7,4
"17497","Mujer","Secundaria SUperior",66,120,NA,NA,2,0,0,10,3
"17498","Hombre","Máster/Doctorado",NA,60,540,9,1,2,8,7,4
"17499","Hombre","Secundaria Inferior",61,315,NA,NA,5.25,5,0,8,3
"17500","Mujer","Bachiller",48,60,180,3,1,0,1,5,4
"17501","Mujer",NA,NA,20,180,3,0.33,5,5,NA,NA
"17502","Mujer","Máster/Doctorado",47,30,180,3,0.5,0,9,7,4
"17503","Hombre","Bachiller",32,30,600,10,0.5,0,9,6,4
"17504","Hombre","Secundaria Inferior",78,270,NA,NA,4.5,3,8,8,3
"17505","Hombre","Bachiller",35,45,180,3,0.75,4,5,3,4
"17506","Hombre","Máster/Doctorado",60,60,120,2,1,6,3,10,4
"17507","Hombre","Bachiller",32,15,15,0.25,0.25,0,7,7,3
"17508","Hombre","Secundaria Inferior",75,140,NA,NA,2.33,5,5,6,3
"17509","Hombre","Bachiller",50,70,480,8,1.17,4,10,8,4
"17510","Hombre","Secundaria Inferior",75,150,NA,NA,2.5,5,6,8,3
"17511","Hombre","Grado Universitario",55,60,120,2,1,2,7,8,4
"17512","Hombre","Formación Profesional",36,60,360,6,1,0,5,5,5
"17513","Mujer","Secundaria Inferior",82,15,NA,NA,0.25,2,2,2,4
"17514","Hombre","Secundaria SUperior",47,60,240,4,1,5,8,8,4
"17515","Mujer","Bachiller",58,30,NA,NA,0.5,3,8,10,4
"17516","Mujer","Secundaria SUperior",80,90,NA,NA,1.5,1,7,8,3
"17517","Hombre","Secundaria Inferior",46,20,480,8,0.33,4,3,3,3
